Date,Gold 999.9,Gold 995.0,Silver
2016-01-14,Rs. 0.00,Rs. 42610.00,Rs. 583.00
2016-01-13,Rs. 0.00,Rs. 42095.00,Rs. 579.00
2016-01-12,Rs. 0.00,Rs. 42610.00,Rs. 579.00
2016-01-11,Rs. 0.00,Rs. 42780.00,Rs. 579.00
2016-01-10,Rs. 0.00,Rs. 42695.00,Rs. 579.00
2016-01-08,Rs. 0.00,Rs. 42695.00,Rs. 579.00
2016-01-07,Rs. 0.00,Rs. 42610.00,Rs. 579.00
2016-01-06,Rs. 0.00,Rs. 41925.00,Rs. 579.00
2016-01-05,Rs. 0.00,Rs. 41580.00,Rs. 579.00
2016-01-04,Rs. 0.00,Rs. 41155.00,Rs. 579.00
2016-01-03,Rs. 0.00,Rs. 40980.00,Rs. 579.00
2016-01-01,Rs. 0.00,Rs. 41155.00,Rs. 579.00
2015-12-31,Rs. 0.00,Rs. 41155.00,Rs. 579.00
2015-12-30,Rs. 0.00,Rs. 41410.00,Rs. 579.00
2015-12-29,Rs. 0.00,Rs. 41410.00,Rs. 579.00
2015-12-28,Rs. 0.00,Rs. 41410.00,Rs. 579.00
2015-12-27,Rs. 0.00,Rs. 41410.00,Rs. 579.00
2015-12-25,Rs. 0.00,Rs. 41410.00,Rs. 579.00
2015-12-24,Rs. 0.00,Rs. 41325.00,Rs. 579.00
2015-12-23,Rs. 0.00,Rs. 41410.00,Rs. 579.00
2015-12-22,Rs. 0.00,Rs. 41580.00,Rs. 583.00
2015-12-21,Rs. 0.00,Rs. 41240.00,Rs. 579.00
2015-12-20,Rs. 0.00,Rs. 41155.00,Rs. 579.00
2015-12-18,Rs. 0.00,Rs. 40895.00,Rs. 547.00
2015-12-17,Rs. 0.00,Rs. 41495.00,Rs. 579.00
2015-12-16,Rs. 0.00,Rs. 41495.00,Rs. 579.00
2015-12-15,Rs. 0.00,Rs. 41580.00,Rs. 579.00
2015-12-14,Rs. 0.00,Rs. 41925.00,Rs. 579.00
2015-12-13,Rs. 0.00,Rs. 41840.00,Rs. 579.00
2015-12-11,Rs. 0.00,Rs. 41495.00,Rs. 579.00
2015-12-10,Rs. 0.00,Rs. 41840.00,Rs. 579.00
2015-12-09,Rs. 0.00,Rs. 41840.00,Rs. 579.00
2015-12-08,Rs. 0.00,Rs. 41665.00,Rs. 579.00
2015-12-07,Rs. 0.00,Rs. 42010.00,Rs. 587.00
2015-12-06,Rs. 0.00,Rs. 42095.00,Rs. 587.00
2015-12-04,Rs. 0.00,Rs. 41410.00,Rs. 579.00
2015-12-03,Rs. 0.00,Rs. 41155.00,Rs. 574.00
2015-12-02,Rs. 0.00,Rs. 41410.00,Rs. 574.00
2015-12-01,Rs. 0.00,Rs. 41495.00,Rs. 574.00
2015-11-30,Rs. 0.00,Rs. 41155.00,Rs. 574.00
2015-11-29,Rs. 0.00,Rs. 41325.00,Rs. 579.00
2015-11-27,Rs. 0.00,Rs. 41495.00,Rs. 579.00
2015-11-26,Rs. 0.00,Rs. 41495.00,Rs. 579.00
2015-11-25,Rs. 0.00,Rs. 41625.00,Rs. 579.00
2015-11-24,Rs. 0.00,Rs. 41410.00,Rs. 574.00
2015-11-23,Rs. 0.00,Rs. 41325.00,Rs. 574.00
2015-11-22,Rs. 0.00,Rs. 41580.00,Rs. 579.00
2015-11-20,Rs. 0.00,Rs. 41580.00,Rs. 579.00
2015-11-19,Rs. 0.00,Rs. 41410.00,Rs. 579.00
2015-11-18,Rs. 0.00,Rs. 41155.00,Rs. 579.00
2015-11-17,Rs. 0.00,Rs. 41580.00,Rs. 583.00
2015-11-16,Rs. 0.00,Rs. 42010.00,Rs. 583.00
2015-11-15,Rs. 0.00,Rs. 41755.00,Rs. 583.00
2015-11-10,Rs. 0.00,Rs. 42095.00,Rs. 596.00
2015-11-09,Rs. 0.00,Rs. 42095.00,Rs. 600.00
2015-11-08,Rs. 0.00,Rs. 42010.00,Rs. 600.00
2015-11-06,Rs. 0.00,Rs. 42355.00,Rs. 604.00
2015-11-05,Rs. 0.00,Rs. 42440.00,Rs. 609.00
2015-11-04,Rs. 0.00,Rs. 42870.00,Rs. 613.00
2015-11-03,Rs. 0.00,Rs. 43165.00,Rs. 613.00
2015-11-02,Rs. 0.00,Rs. 43295.00,Rs. 613.00
2015-11-01,Rs. 0.00,Rs. 43295.00,Rs. 613.00
2015-10-30,Rs. 0.00,Rs. 43380.00,Rs. 613.00
2015-10-29,Rs. 0.00,Rs. 43725.00,Rs. 617.00
2015-10-28,Rs. 0.00,Rs. 43895.00,Rs. 622.00
2015-10-27,Rs. 0.00,Rs. 43725.00,Rs. 617.00
2015-10-19,Rs. 0.00,Rs. 43895.00,Rs. 617.00
2015-10-18,Rs. 0.00,Rs. 44070.00,Rs. 622.00
2015-10-16,Rs. 0.00,Rs. 44155.00,Rs. 622.00
2015-10-15,Rs. 0.00,Rs. 44240.00,Rs. 622.00
2015-10-14,Rs. 0.00,Rs. 44070.00,Rs. 622.00
2015-10-13,Rs. 0.00,Rs. 43380.00,Rs. 613.00
2015-10-12,Rs. 0.00,Rs. 43380.00,Rs. 613.00
2015-10-11,Rs. 0.00,Rs. 43295.00,Rs. 613.00
2015-10-09,Rs. 0.00,Rs. 43040.00,Rs. 613.00
2015-10-08,Rs. 0.00,Rs. 43040.00,Rs. 613.00
2015-10-07,Rs. 0.00,Rs. 43380.00,Rs. 622.00
2015-10-06,Rs. 0.00,Rs. 42955.00,Rs. 613.00
2015-10-05,Rs. 0.00,Rs. 42955.00,Rs. 596.00
2015-10-04,Rs. 0.00,Rs. 43125.00,Rs. 600.00
2015-10-02,Rs. 0.00,Rs. 42440.00,Rs. 583.00
2015-10-01,Rs. 0.00,Rs. 42440.00,Rs. 583.00
2015-09-30,Rs. 0.00,Rs. 42870.00,Rs. 583.00
2015-09-29,Rs. 0.00,Rs. 43470.00,Rs. 587.00
2015-09-28,Rs. 0.00,Rs. 43725.00,Rs. 600.00
2015-09-27,Rs. 0.00,Rs. 43725.00,Rs. 600.00
2015-09-25,Rs. 0.00,Rs. 43725.00,Rs. 600.00
2015-09-24,Rs. 0.00,Rs. 43380.00,Rs. 592.00
2015-09-23,Rs. 0.00,Rs. 43040.00,Rs. 592.00
2015-09-22,Rs. 0.00,Rs. 43040.00,Rs. 600.00
2015-09-21,Rs. 0.00,Rs. 43350.00,Rs. 600.00
2015-09-18,Rs. 0.00,Rs. 43125.00,Rs. 600.00
2015-09-17,Rs. 0.00,Rs. 42995.00,Rs. 596.00
2015-09-16,Rs. 0.00,Rs. 42610.00,Rs. 579.00
2015-09-15,Rs. 0.00,Rs. 42655.00,Rs. 579.00
2015-09-14,Rs. 0.00,Rs. 42655.00,Rs. 583.00
2015-09-13,Rs. 0.00,Rs. 42780.00,Rs. 592.00
2015-09-11,Rs. 0.00,Rs. 42780.00,Rs. 592.00
2015-09-10,Rs. 0.00,Rs. 42695.00,Rs. 587.00
2015-09-09,Rs. 0.00,Rs. 43210.00,Rs. 592.00
2015-09-08,Rs. 0.00,Rs. 43210.00,Rs. 583.00
2015-09-07,Rs. 0.00,Rs. 43295.00,Rs. 587.00
2015-09-06,Rs. 0.00,Rs. 43210.00,Rs. 587.00
2015-09-04,Rs. 0.00,Rs. 43210.00,Rs. 587.00
2015-09-03,Rs. 0.00,Rs. 43340.00,Rs. 579.00
2015-09-02,Rs. 0.00,Rs. 43555.00,Rs. 579.00
2015-09-01,Rs. 0.00,Rs. 43770.00,Rs. 583.00
2015-08-31,Rs. 0.00,Rs. 43595.00,Rs. 583.00
2015-08-30,Rs. 0.00,Rs. 43470.00,Rs. 579.00
2015-08-28,Rs. 0.00,Rs. 43380.00,Rs. 579.00
2015-08-27,Rs. 0.00,Rs. 43295.00,Rs. 574.00
2015-08-26,Rs. 0.00,Rs. 43725.00,Rs. 592.00
2015-08-25,Rs. 0.00,Rs. 44410.00,Rs. 600.00
2015-08-24,Rs. 0.00,Rs. 44495.00,Rs. 609.00
2015-08-21,Rs. 0.00,Rs. 44240.00,Rs. 613.00
2015-08-20,Rs. 0.00,Rs. 43040.00,Rs. 604.00
2015-08-19,Rs. 0.00,Rs. 42610.00,Rs. 592.00
2015-08-18,Rs. 0.00,Rs. 42610.00,Rs. 600.00
2015-08-17,Rs. 0.00,Rs. 42265.00,Rs. 600.00
2015-08-16,Rs. 0.00,Rs. 42265.00,Rs. 600.00
2015-08-14,Rs. 0.00,Rs. 42265.00,Rs. 600.00
2015-08-13,Rs. 0.00,Rs. 42265.00,Rs. 596.00
2015-08-12,Rs. 0.00,Rs. 41925.00,Rs. 587.00
2015-08-11,Rs. 0.00,Rs. 41325.00,Rs. 583.00
2015-08-10,Rs. 0.00,Rs. 40895.00,Rs. 570.00
2015-08-09,Rs. 0.00,Rs. 40895.00,Rs. 570.00
2015-08-07,Rs. 0.00,Rs. 40725.00,Rs. 566.00
2015-08-06,Rs. 0.00,Rs. 40725.00,Rs. 566.00
2015-08-05,Rs. 0.00,Rs. 40725.00,Rs. 566.00
2015-08-04,Rs. 0.00,Rs. 40725.00,Rs. 566.00
2015-08-03,Rs. 0.00,Rs. 40980.00,Rs. 570.00
2015-08-02,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-31,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-30,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-29,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-28,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-27,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-26,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-24,Rs. 0.00,Rs. 40465.00,Rs. 566.00
2015-07-23,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-22,Rs. 0.00,Rs. 41155.00,Rs. 570.00
2015-07-19,Rs. 0.00,Rs. 42440.00,Rs. 575.00
2015-07-17,Rs. 0.00,Rs. 42440.00,Rs. 575.00
2015-07-16,Rs. 0.00,Rs. 43040.00,Rs. 570.00
2015-07-15,Rs. 0.00,Rs. 43295.00,Rs. 579.00
2015-07-14,Rs. 0.00,Rs. 43295.00,Rs. 579.00
2015-07-13,Rs. 0.00,Rs. 43470.00,Rs. 579.00
2015-07-12,Rs. 0.00,Rs. 43470.00,Rs. 579.00
2015-07-10,Rs. 0.00,Rs. 43295.00,Rs. 579.00
2015-07-09,Rs. 0.00,Rs. 43295.00,Rs. 570.00
2015-07-08,Rs. 0.00,Rs. 43295.00,Rs. 570.00
2015-07-07,Rs. 0.00,Rs. 43555.00,Rs. 587.00
2015-07-06,Rs. 0.00,Rs. 43725.00,Rs. 587.00
2015-07-05,Rs. 0.00,Rs. 43640.00,Rs. 587.00
2015-07-03,Rs. 0.00,Rs. 43725.00,Rs. 587.00
2015-07-02,Rs. 0.00,Rs. 43810.00,Rs. 587.00
2015-07-01,Rs. 0.00,Rs. 44070.00,Rs. 587.00
2015-06-30,Rs. 0.00,Rs. 44070.00,Rs. 587.00
2015-06-29,Rs. 0.00,Rs. 44325.00,Rs. 592.00
2015-06-28,Rs. 0.00,Rs. 44070.00,Rs. 592.00
2015-06-26,Rs. 0.00,Rs. 44070.00,Rs. 592.00
2015-06-25,Rs. 0.00,Rs. 44155.00,Rs. 592.00
2015-06-24,Rs. 0.00,Rs. 44155.00,Rs. 592.00
2015-06-23,Rs. 0.00,Rs. 44410.00,Rs. 600.00
2015-06-22,Rs. 0.00,Rs. 44755.00,Rs. 600.00
2015-06-21,Rs. 0.00,Rs. 44755.00,Rs. 600.00
2015-06-19,Rs. 0.00,Rs. 44840.00,Rs. 605.00
2015-06-18,Rs. 0.00,Rs. 44580.00,Rs. 605.00
2015-06-17,Rs. 0.00,Rs. 44495.00,Rs. 600.00
2015-06-16,Rs. 0.00,Rs. 44580.00,Rs. 605.00
2015-06-15,Rs. 0.00,Rs. 44495.00,Rs. 600.00
2015-06-14,Rs. 0.00,Rs. 44495.00,Rs. 600.00
2015-06-12,Rs. 0.00,Rs. 44495.00,Rs. 600.00
2015-06-11,Rs. 0.00,Rs. 44495.00,Rs. 600.00
2015-06-10,Rs. 0.00,Rs. 44325.00,Rs. 604.00
2015-06-09,Rs. 0.00,Rs. 44240.00,Rs. 604.00
2015-06-08,Rs. 0.00,Rs. 44240.00,Rs. 604.00
2015-06-07,Rs. 0.00,Rs. 44070.00,Rs. 604.00
2015-06-05,Rs. 0.00,Rs. 44325.00,Rs. 604.00
2015-06-04,Rs. 0.00,Rs. 44670.00,Rs. 617.00
2015-06-03,Rs. 0.00,Rs. 44670.00,Rs. 622.00
2015-06-02,Rs. 0.00,Rs. 44495.00,Rs. 617.00
2015-06-01,Rs. 0.00,Rs. 44495.00,Rs. 617.00
2015-05-31,Rs. 0.00,Rs. 44580.00,Rs. 622.00
2015-05-29,Rs. 0.00,Rs. 44580.00,Rs. 622.00
2015-05-28,Rs. 0.00,Rs. 44580.00,Rs. 622.00
2015-05-27,Rs. 0.00,Rs. 44840.00,Rs. 626.00
2015-05-26,Rs. 0.00,Rs. 45010.00,Rs. 630.00
2015-05-25,Rs. 0.00,Rs. 44925.00,Rs. 626.00
2015-05-24,Rs. 0.00,Rs. 45010.00,Rs. 630.00
2015-05-22,Rs. 0.00,Rs. 45095.00,Rs. 630.00
2015-05-21,Rs. 0.00,Rs. 45180.00,Rs. 634.00
2015-05-20,Rs. 0.00,Rs. 45180.00,Rs. 630.00
2015-05-19,Rs. 0.00,Rs. 45440.00,Rs. 643.00
2015-05-18,Rs. 0.00,Rs. 45440.00,Rs. 643.00
2015-05-17,Rs. 0.00,Rs. 45440.00,Rs. 643.00
2015-05-12,Rs. 0.00,Rs. 44670.00,Rs. 609.00
2015-05-11,Rs. 0.00,Rs. 44580.00,Rs. 609.00
2015-05-10,Rs. 0.00,Rs. 44580.00,Rs. 609.00
2015-05-08,Rs. 0.00,Rs. 44580.00,Rs. 609.00
2015-05-07,Rs. 0.00,Rs. 44580.00,Rs. 609.00
2015-05-06,Rs. 0.00,Rs. 44755.00,Rs. 617.00
2015-05-05,Rs. 0.00,Rs. 44495.00,Rs. 609.00
2015-05-04,Rs. 0.00,Rs. 44410.00,Rs. 600.00
2015-05-03,Rs. 0.00,Rs. 44410.00,Rs. 600.00
2015-04-24,Rs. 0.00,Rs. 44580.00,Rs. 592.00
2015-04-23,Rs. 0.00,Rs. 44240.00,Rs. 587.00
2015-04-22,Rs. 0.00,Rs. 44495.00,Rs. 592.00
2015-04-21,Rs. 0.00,Rs. 44495.00,Rs. 596.00
2015-04-20,Rs. 0.00,Rs. 44410.00,Rs. 596.00
2015-04-19,Rs. 0.00,Rs. 44240.00,Rs. 596.00
2015-04-17,Rs. 0.00,Rs. 44240.00,Rs. 596.00
2015-04-16,Rs. 0.00,Rs. 44280.00,Rs. 596.00
2015-04-15,Rs. 0.00,Rs. 44110.00,Rs. 596.00
2015-04-13,Rs. 0.00,Rs. 44410.00,Rs. 600.00
2015-04-12,Rs. 0.00,Rs. 44410.00,Rs. 604.00
2015-04-10,Rs. 0.00,Rs. 44155.00,Rs. 600.00
2015-04-09,Rs. 0.00,Rs. 44155.00,Rs. 600.00
2015-04-08,Rs. 0.00,Rs. 44580.00,Rs. 613.00
2015-04-07,Rs. 0.00,Rs. 44670.00,Rs. 617.00
2015-04-06,Rs. 0.00,Rs. 44670.00,Rs. 617.00
2015-04-05,Rs. 0.00,Rs. 44240.00,Rs. 613.00
2015-04-03,Rs. 0.00,Rs. 44240.00,Rs. 613.00
2015-04-02,Rs. 0.00,Rs. 44240.00,Rs. 613.00
2015-04-01,Rs. 0.00,Rs. 43940.00,Rs. 609.00
2015-03-31,Rs. 0.00,Rs. 43810.00,Rs. 604.00
2015-03-30,Rs. 0.00,Rs. 44240.00,Rs. 617.00
2015-03-29,Rs. 0.00,Rs. 44240.00,Rs. 617.00
2015-03-27,Rs. 0.00,Rs. 44495.00,Rs. 622.00
2015-03-26,Rs. 0.00,Rs. 44410.00,Rs. 622.00
2015-03-25,Rs. 0.00,Rs. 43895.00,Rs. 613.00
2015-03-24,Rs. 0.00,Rs. 43725.00,Rs. 613.00
2015-03-23,Rs. 0.00,Rs. 43680.00,Rs. 609.00
2015-03-22,Rs. 0.00,Rs. 43725.00,Rs. 609.00
2015-03-20,Rs. 0.00,Rs. 43470.00,Rs. 587.00
2015-03-19,Rs. 0.00,Rs. 43470.00,Rs. 587.00
2015-03-18,Rs. 0.00,Rs. 42955.00,Rs. 579.00
2015-03-17,Rs. 0.00,Rs. 43080.00,Rs. 579.00
2015-03-16,Rs. 0.00,Rs. 43295.00,Rs. 579.00
2015-03-15,Rs. 0.00,Rs. 43295.00,Rs. 579.00
2015-03-13,Rs. 0.00,Rs. 43125.00,Rs. 574.00
2015-03-12,Rs. 0.00,Rs. 42955.00,Rs. 574.00
2015-03-11,Rs. 0.00,Rs. 43295.00,Rs. 583.00
2015-03-10,Rs. 0.00,Rs. 43295.00,Rs. 583.00
2015-03-09,Rs. 0.00,Rs. 43555.00,Rs. 583.00
2015-03-08,Rs. 0.00,Rs. 43295.00,Rs. 583.00
2015-03-06,Rs. 0.00,Rs. 44240.00,Rs. 596.00
2015-03-04,Rs. 0.00,Rs. 44240.00,Rs. 596.00
2015-03-03,Rs. 0.00,Rs. 44410.00,Rs. 600.00
2015-03-02,Rs. 0.00,Rs. 44580.00,Rs. 604.00
2015-03-01,Rs. 0.00,Rs. 44325.00,Rs. 600.00
2015-02-27,Rs. 0.00,Rs. 44240.00,Rs. 596.00
2015-02-26,Rs. 0.00,Rs. 44325.00,Rs. 600.00
2015-02-25,Rs. 0.00,Rs. 44325.00,Rs. 600.00
2015-02-24,Rs. 0.00,Rs. 44325.00,Rs. 596.00
2015-02-23,Rs. 0.00,Rs. 44410.00,Rs. 596.00
2015-02-22,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2015-02-20,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2015-02-19,Rs. 0.00,Rs. 44755.00,Rs. 604.00
2015-02-18,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2015-02-17,Rs. 0.00,Rs. 45180.00,Rs. 622.00
2015-02-16,Rs. 0.00,Rs. 45180.00,Rs. 622.00
2015-02-15,Rs. 0.00,Rs. 45010.00,Rs. 617.00
2015-02-13,Rs. 0.00,Rs. 45010.00,Rs. 613.00
2015-02-12,Rs. 0.00,Rs. 45010.00,Rs. 605.00
2015-02-11,Rs. 0.00,Rs. 45440.00,Rs. 613.00
2015-02-10,Rs. 0.00,Rs. 45355.00,Rs. 609.00
2015-02-09,Rs. 0.00,Rs. 45270.00,Rs. 605.00
2015-02-08,Rs. 0.00,Rs. 45010.00,Rs. 605.00
2015-02-06,Rs. 0.00,Rs. 46040.00,Rs. 617.00
2015-02-05,Rs. 0.00,Rs. 46210.00,Rs. 617.00
2015-02-04,Rs. 0.00,Rs. 45870.00,Rs. 617.00
2015-02-03,Rs. 0.00,Rs. 46295.00,Rs. 617.00
2015-02-02,Rs. 0.00,Rs. 46295.00,Rs. 617.00
2015-02-01,Rs. 0.00,Rs. 46380.00,Rs. 617.00
2015-01-30,Rs. 0.00,Rs. 45870.00,Rs. 613.00
2015-01-29,Rs. 0.00,Rs. 46125.00,Rs. 635.00
2015-01-28,Rs. 0.00,Rs. 46295.00,Rs. 635.00
2015-01-27,Rs. 0.00,Rs. 45955.00,Rs. 635.00
2015-01-26,Rs. 0.00,Rs. 46295.00,Rs. 647.00
2015-01-25,Rs. 0.00,Rs. 46295.00,Rs. 647.00
2015-01-23,Rs. 0.00,Rs. 46295.00,Rs. 652.00
2015-01-22,Rs. 0.00,Rs. 46295.00,Rs. 648.00
2015-01-21,Rs. 0.00,Rs. 46640.00,Rs. 647.00
2015-01-20,Rs. 0.00,Rs. 45955.00,Rs. 630.00
2015-01-19,Rs. 0.00,Rs. 45955.00,Rs. 630.00
2015-01-18,Rs. 0.00,Rs. 46125.00,Rs. 635.00
2015-01-16,Rs. 0.00,Rs. 45695.00,Rs. 618.00
2015-01-15,Rs. 0.00,Rs. 44755.00,Rs. 609.00
2015-01-14,Rs. 0.00,Rs. 44840.00,Rs. 609.00
2015-01-13,Rs. 0.00,Rs. 45010.00,Rs. 609.00
2015-01-12,Rs. 0.00,Rs. 44755.00,Rs. 600.00
2015-01-11,Rs. 0.00,Rs. 44755.00,Rs. 600.00
2015-01-09,Rs. 0.00,Rs. 44410.00,Rs. 600.00
2015-01-08,Rs. 0.00,Rs. 44755.00,Rs. 609.00
2015-01-07,Rs. 0.00,Rs. 45180.00,Rs. 613.00
2015-01-06,Rs. 0.00,Rs. 44925.00,Rs. 609.00
2015-01-05,Rs. 0.00,Rs. 44410.00,Rs. 600.00
2015-01-04,Rs. 0.00,Rs. 44240.00,Rs. 596.00
2015-01-02,Rs. 0.00,Rs. 44240.00,Rs. 596.00
2015-01-01,Rs. 0.00,Rs. 44155.00,Rs. 592.00
2014-12-31,Rs. 0.00,Rs. 44665.00,Rs. 604.00
2014-12-29,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2014-12-28,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2014-12-26,Rs. 0.00,Rs. 44325.00,Rs. 600.00
2014-12-25,Rs. 0.00,Rs. 43980.00,Rs. 592.00
2014-12-24,Rs. 0.00,Rs. 44070.00,Rs. 592.00
2014-12-23,Rs. 0.00,Rs. 44070.00,Rs. 592.00
2014-12-22,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2014-12-21,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2014-12-19,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2014-12-18,Rs. 0.00,Rs. 44580.00,Rs. 600.00
2014-12-17,Rs. 0.00,Rs. 44925.00,Rs. 600.00
2014-12-16,Rs. 0.00,Rs. 44670.00,Rs. 609.00
2014-12-15,Rs. 0.00,Rs. 44755.00,Rs. 622.00
2014-12-14,Rs. 0.00,Rs. 44840.00,Rs. 626.00
2014-12-12,Rs. 0.00,Rs. 45010.00,Rs. 626.00
2014-12-11,Rs. 0.00,Rs. 45095.00,Rs. 626.00
2014-12-10,Rs. 0.00,Rs. 44840.00,Rs. 622.00
2014-12-09,Rs. 0.00,Rs. 43810.00,Rs. 600.00
2014-12-08,Rs. 0.00,Rs. 43725.00,Rs. 600.00
2014-12-07,Rs. 0.00,Rs. 43725.00,Rs. 600.00
2014-12-05,Rs. 0.00,Rs. 44025.00,Rs. 609.00
2014-12-04,Rs. 0.00,Rs. 44155.00,Rs. 609.00
2014-12-03,Rs. 0.00,Rs. 43980.00,Rs. 604.00
2014-12-02,Rs. 0.00,Rs. 44155.00,Rs. 604.00
2014-12-01,Rs. 0.00,Rs. 42695.00,Rs. 570.00
2014-11-30,Rs. 0.00,Rs. 43125.00,Rs. 587.00
2014-11-28,Rs. 0.00,Rs. 43553.00,Rs. 600.00
2014-11-27,Rs. 0.00,Rs. 43725.00,Rs. 604.00
2014-11-26,Rs. 0.00,Rs. 43895.00,Rs. 613.00
2014-11-25,Rs. 0.00,Rs. 43895.00,Rs. 613.00
2014-11-24,Rs. 0.00,Rs. 43895.00,Rs. 609.00
2014-11-23,Rs. 0.00,Rs. 43980.00,Rs. 609.00
2014-11-21,Rs. 0.00,Rs. 43810.00,Rs. 600.00
2014-11-20,Rs. 0.00,Rs. 43640.00,Rs. 600.00
2014-11-19,Rs. 0.00,Rs. 43640.00,Rs. 600.00
2014-11-18,Rs. 0.00,Rs. 43555.00,Rs. 600.00
2014-11-17,Rs. 0.00,Rs. 43640.00,Rs. 600.00
2014-11-16,Rs. 0.00,Rs. 43725.00,Rs. 600.00
2014-11-14,Rs. 0.00,Rs. 42695.00,Rs. 579.00
2014-11-13,Rs. 0.00,Rs. 42870.00,Rs. 579.00
2014-11-12,Rs. 0.00,Rs. 42870.00,Rs. 579.00
2014-11-11,Rs. 0.00,Rs. 42440.00,Rs. 579.00
2014-11-10,Rs. 0.00,Rs. 43125.00,Rs. 587.00
2014-11-09,Rs. 0.00,Rs. 43125.00,Rs. 587.00
2014-11-07,Rs. 0.00,Rs. 42010.00,Rs. 570.00
2014-11-06,Rs. 0.00,Rs. 42095.00,Rs. 570.00
2014-11-05,Rs. 0.00,Rs. 42525.00,Rs. 587.00
2014-11-04,Rs. 0.00,Rs. 42610.00,Rs. 591.00
2014-11-03,Rs. 0.00,Rs. 42695.00,Rs. 591.00
2014-11-02,Rs. 0.00,Rs. 42870.00,Rs. 591.00
2014-10-31,Rs. 0.00,Rs. 43295.00,Rs. 596.00
2014-10-30,Rs. 0.00,Rs. 43895.00,Rs. 619.00
2014-10-29,Rs. 0.00,Rs. 44240.00,Rs. 622.00
2014-10-28,Rs. 0.00,Rs. 44240.00,Rs. 617.00
2014-10-27,Rs. 0.00,Rs. 44580.00,Rs. 626.00
2014-10-26,Rs. 0.00,Rs. 44580.00,Rs. 630.00
2014-10-22,Rs. 0.00,Rs. 45180.00,Rs. 639.00
2014-10-21,Rs. 0.00,Rs. 45265.00,Rs. 639.00
2014-10-20,Rs. 0.00,Rs. 44925.00,Rs. 635.00
2014-10-19,Rs. 0.00,Rs. 45095.00,Rs. 639.00
2014-10-17,Rs. 0.00,Rs. 45095.00,Rs. 639.00
2014-10-16,Rs. 0.00,Rs. 45095.00,Rs. 639.00
2014-10-15,Rs. 0.00,Rs. 44580.00,Rs. 635.00
2014-10-14,Rs. 0.00,Rs. 44580.00,Rs. 635.00
2014-10-13,Rs. 0.00,Rs. 44580.00,Rs. 635.00
2014-10-12,Rs. 0.00,Rs. 44325.00,Rs. 635.00
2014-10-10,Rs. 0.00,Rs. 44325.00,Rs. 635.00
2014-10-09,Rs. 0.00,Rs. 44325.00,Rs. 635.00
2014-10-08,Rs. 0.00,Rs. 44155.00,Rs. 630.00
2014-09-30,Rs. 0.00,Rs. 44240.00,Rs. 639.00
2014-09-29,Rs. 0.00,Rs. 44240.00,Rs. 639.00
2014-09-28,Rs. 0.00,Rs. 44410.00,Rs. 639.00
2014-09-26,Rs. 0.00,Rs. 44410.00,Rs. 639.00
2014-09-25,Rs. 0.00,Rs. 43980.00,Rs. 639.00
2014-09-24,Rs. 0.00,Rs. 44155.00,Rs. 639.00
2014-09-23,Rs. 0.00,Rs. 43895.00,Rs. 639.00
2014-09-22,Rs. 0.00,Rs. 43725.00,Rs. 639.00
2014-09-21,Rs. 0.00,Rs. 43810.00,Rs. 647.00
2014-09-19,Rs. 0.00,Rs. 44025.00,Rs. 660.00
2014-09-18,Rs. 0.00,Rs. 44195.00,Rs. 664.00
2014-09-17,Rs. 0.00,Rs. 44580.00,Rs. 664.00
2014-09-16,Rs. 0.00,Rs. 44625.00,Rs. 664.00
2014-09-15,Rs. 0.00,Rs. 44540.00,Rs. 664.00
2014-09-14,Rs. 0.00,Rs. 44325.00,Rs. 664.00
2014-09-12,Rs. 0.00,Rs. 44580.00,Rs. 664.00
2014-09-11,Rs. 0.00,Rs. 44925.00,Rs. 677.00
2014-09-10,Rs. 0.00,Rs. 45095.00,Rs. 677.00
2014-09-09,Rs. 0.00,Rs. 44840.00,Rs. 673.00
2014-09-08,Rs. 0.00,Rs. 45270.00,Rs. 677.00
2014-09-07,Rs. 0.00,Rs. 45270.00,Rs. 677.00
2014-09-05,Rs. 0.00,Rs. 45095.00,Rs. 677.00
2014-09-04,Rs. 0.00,Rs. 45355.00,Rs. 682.00
2014-09-03,Rs. 0.00,Rs. 45270.00,Rs. 682.00
2014-09-02,Rs. 0.00,Rs. 45780.00,Rs. 686.00
2014-09-01,Rs. 0.00,Rs. 45870.00,Rs. 686.00
2014-08-31,Rs. 0.00,Rs. 45955.00,Rs. 686.00
2014-08-29,Rs. 0.00,Rs. 45955.00,Rs. 686.00
